མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
,,406,2,《པེ་》《སྣར་》,འདིས།,,,,,,
,,407,3,《པེ་》《སྣར་》,mལ།,,,,,,
,,408,4,《པེ་》《སྣར་》,ལན།,,,,,,
,,409,5,《པེ་》《སྣར་》,ཅིག,,,,,,
,,410,6,《པེ་》《སྣར་》,པ།,,,,,,
,87,411,1,《པེ་》《སྣར་》,pནི།,,,,,,
,,412,2,《པེ་》《སྣར་》,དུ།,,,,,,
,,413,3,《པེ་》《སྣར་》,སྟོང་།,,,,,,
,,414,4,《པེ་》《སྣར་》,pམི།,,,,,,
,,415,5,《པེ་》《སྣར་》,བརླབས།,,,,,,
,,416,6,《པེ་》《སྣར་》,ན་སྐུ་སྒོམས།,,,,,,
,88,417,1,《པེ་》《སྣར་》,mལོ།,,,,,,
,,418,2,《པེ་》《སྣར་》,དེ།,,,,,,
,,419,3,《པེ་》《སྣར་》,mནི།,,,,,,
,89,420,1,《པེ་》《སྣར་》,རྟོག།,,,,,,
,,421,2,《པེ་》《སྣར་》,ལ།,,,,,,
,90,422,1,《པེ་》《སྣར་》,ནི།,,,,,,
,,423,2,《པེ་》《སྣར་》,བུ།,,,,,,
,,424,3,《པེ་》《སྣར་》,pདེ།,,,,,,
,,425,4,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,426,5,《པེ་》《སྣར་》,ནི།,,,,,,
,91,427,1,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,428,2,《པེ་》《སྣར་》,pདེ།,,,,,,
,,429,3,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,430,4,《པེ་》《སྣར་》,པོ།,,,,,,
,92,431,1,《པེ་》《སྣར་》,mགྱི།,,,,,,
,93,432,1,《པེ་》《སྣར་》,དང་།,,,,,,
,,433,2,《པེ་》《སྣར་》,པས།,,,,,,
,,434,3,《པེ་》《སྣར་》,སྦྱང་།,,,,,,
,,435,4,《པེ་》《སྣར་》,mགྱི།,,,,,,
,,436,5,《པེ་》《སྣར་》,སྟེ།,,,,,,
,,437,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,438,7,《སྣར་》,mངེ།,,,,,,
,,439,8,《པེ་》《སྣར་》,པའི།,,,,,,
,94,440,1,《པེ་》《སྣར་》,སྟེ།,,,,,,
,,441,2,《པེ་》《སྣར་》,ལིག།,,,,,,
,,442,3,《པེ་》《སྣར་》,ལིག།,,,,,,
,,443,4,《པེ་》《སྣར་》,ཨཱ་རོ་ལིག,,,,,,
,,444,5,《པེ་》《སྣར་》,mར།,,,,,,
,,445,6,《པེ་》《སྣར་》,བ།,,,,,,
,,446,7,《པེ་》《སྣར་》,ཨ།,,,,,,
,,447,8,《པེ་》《སྣར་》,ལིག།,,,,,,
,,448,9,《པེ་》《སྣར་》,mཔ།,,,,,,
,95,449,1,《པེ་》《སྣར་》,བཞུགས།,,,,,,
,,450,2,《པེ་》《སྣར་》,ཅན་གྱི།,,,,,,
,,451,3,《པེ་》《སྣར་》,འགུགས།,,,,,,
,,452,4,《པེ་》《སྣར་》,mགྲི།,,,,,,
,,453,5,《པེ་》《སྣར་》,pདེ།,,,,,,
,96,454,1,《པེ་》《སྣར་》,བཞུགས།,,,,,,
,,455,2,《པེ་》《སྣར་》,pའདི།,,,,,,
,,456,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,457,4,《པེ་》《སྣར་》,སྐལ་བ།,,,,,,
,,458,5,《པེ་》《སྣར་》,དེ།,,,,,,
,97,459,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,460,2,《པེ་》《སྣར་》,mགི།,,,,,,
,,461,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,462,4,《པེ་》《སྣར་》,གྱུར་ཏོ།,,,,,,
,,463,5,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,464,6,《པེ་》《སྣར་》,གིས།,,,,,,
,,465,7,《པེ་》《སྣར་》,ནི།,,,,,,
,,466,8,《པེ་》《སྣར་》,བོ།,,,,,,
,98,467,1,《པེ་》《སྣར་》,རྟོག།,,,,,,
,,468,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,469,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,470,4,《པེ་》《སྣར་》,ནི།,,,,,,
,99,471,1,《པེ་》《སྣར་》,པ།,,,,,,
,,472,2,《པེ་》《སྣར་》,ན།,,,,,,
,,473,3,《པེ་》《སྣར་》,བསླུ།,,,,,,
,,474,4,《པེ་》《སྣར་》,བསླུ།,,,,,,
,,475,5,《པེ་》《སྣར་》,བོར་རྫོགས་པ་དེ་ལ།,,,,,,
,,476,6,《པེ་》《སྣར་》,སླ།,,,,,,
,,477,7,《པེ་》《སྣར་》,ཀུ།,,,,,,
,,478,8,《པེ་》《སྣར་》,སྒྲོལ།,,,,,,
,100,479,1,《པེ་》《སྣར་》,pའདི་གསལ་བ་སྟེ་དེ་ལ།,,,,,,
,,480,2,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,481,3,《པེ་》《སྣར་》,སྟེ་སྒྲུབ་པའོ།,,,,,,
,,482,4,《པེ་》《སྣར་》,དེ།,,,,,,
,,483,5,《པེ་》《སྣར་》,ཤི་བའི།,,,,,,
,101,484,1,《པེ་》《སྣར་》,པའོ།།,,,,,,
,,485,2,《པེ་》《སྣར་》,རྣམས།,,,,,,
,,486,3,《པེ་》《སྣར་》,mཔས།,,,,,,
,102,487,1,《པེ་》《སྣར་》,དུ།,,,,,,
,,488,2,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,489,3,《པེ་》《སྣར་》,ཏེ།,,,,,,
,,490,4,《པེ་》《སྣར་》,དུ།,,,,,,
,,491,5,《པེ་》《སྣར་》,སྟེ།,,,,,,
,,492,6,《པེ་》《སྣར་》,mསྟེ།,,,,,,
,,493,7,《པེ་》,ཀྲྀཏ་དོ།  །དེ་ནི་རྒྱུའི།,《སྣར་》,ཀྲིཏ་དོ།  །དེ་ནི་རྒྱུའི།,,,,,
,,494,8,《པེ་》《སྣར་》,pདེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་སེམས་ཅན་ཐམས་ཅད་ཀྱི་དམ་ཚིག་ནི་མེའི་ཁམས་ཀྱིས་བྱས་པའི་གནོད་པ་སྟེ། དེ་བསྙེངས་པར་བྱེད་པ་ནི་འཇོམས་པ་སྟེ། དེའི་ཚུལ་དུ་ཞེས་པ་ནི་དེའི་གཟུགས་ཀྱིས་ཏེ། སྒྲུབ་པའོ། །དེ་ནས་ཞེས་བྱ་བ་ལ་སོགས་པ་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་ནང་ནས་གང་ཞིག་གཙོ་བོར་གྱུར་པ། སྐུ་དང་གསུང་དང་ཐུགས་ཞེས་པ་ནི་དེ་བཞིན་གཤེགས་པ་གསུམ་སྟེ། དེ་རྣམས་ཀྱི་རྡོ་རྗེ་ནི་ལས་ཐམས་ཅད་པའི་དམ་ཚིག་སྟེ། དེ་ཉིད་དོན་ཡོད་གྲུབ་པ་ཡིན་ལ། དེས་ཉེ་བར་མཚོན་པའི་འཕགས་པ་བདུད་རྩི་འཁྱིལ་པ་སྟེ་དེ་ཞེས་བྱ་བའི་ཏིང་ངེ་འཛིན་ཏེ་བསྐྱེད་པའི་རིམ་པའོ།།  ,,,,,,
,,495,9,《པེ་》《སྣར་》,pཁྲོ་བོའི་རྒྱལ་པོའི།,,,,,,
,,496,10,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,103,497,1,《པེ་》《སྣར་》,པའི།,,,,,,
,,498,2,《པེ་》,mདང་།,,,,,,
,,499,3,《པེ་》《སྣར་》,mབདུད་རྩི།,,,,,,
,,500,4,《པེ་》《སྣར་》,འོ།,,,,,,
,,501,5,《པེ་》《སྣར་》,འོ།,,,,,,
,,502,6,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,503,7,《པེ་》《སྣར་》,མནན།,,,,,,
,,504,8,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,505,9,《པེ་》《སྣར་》,མཐའ་ནི།,,,,,,
,,506,10,《པེ་》《སྣར་》,གཏོར་བར།,,,,,,
,,507,11,《པེ་》《སྣར་》,pན།,,,,,,
,104,508,1,《པེ་》《སྣར་》,pན།,,,,,,
,,509,2,《པེ་》《སྣར་》,pན།,,,,,,
,,510,3,《པེ་》《སྣར་》,བཏགས་པ་ལ།,,,,,,
,,511,4,《པེ་》《སྣར་》,གྷྣཱཾ།,,,,,,
,,512,5,《པེ་》《སྣར་》,གིས།,,,,,,
,,513,6,《པེ་》《སྣར་》,བསྡུ་བར།,,,,,,
,,514,7,《པེ་》《སྣར་》,mབར་བྱེད།,,,,,,
,,515,8,《པེ་》《སྣར་》,pདགའ་བ།,,,,,,
,105,516,1,《པེ་》《སྣར་》,pཔ།,,,,,,
,,517,2,《པེ་》《སྣར་》,གིས།,,,,,,
,,518,3,《པེ་》《སྣར་》,བཅིངས་པའི།,,,,,,
,106,519,1,《པེ་》《སྣར་》,pམཚན།,,,,,,
,,520,2,《སྣར་》,བཟླས།,,,,,,
,,521,3,《པེ་》《སྣར་》,ནི།,,,,,,
,,522,4,《པེ་》《སྣར་》,བ་ནི།,,,,,,
,107,523,1,《པེ་》《སྣར་》,པ།,,,,,,
,,524,2,《པེ་》《སྣར་》,རློབ།,,,,,,
,,525,3,《པེ་》《སྣར་》,།།  །།,,,,,,
,,526,4,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,108,527,1,《པེ་》《སྣར་》,ཞུས།,,,,,,
,,528,2,《པེ་》《སྣར་》,གི་རང་གིས།,,,,,,
,,529,3,《པེ་》《སྣར་》,ནི།,,,,,,
,,530,4,《པེ་》《སྣར་》,mཞིག,,,,,,
,,531,5,《པེ་》《སྣར་》,པ།,,,,,,
,,532,6,《པེ་》《སྣར་》,དེ་ཁོ་ན།,,,,,,
,109,533,1,《པེ་》《སྣར་》,pཔ།,,,,,,
,,534,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,535,3,《པེ་》《སྣར་》,mབ།,,,,,,
,,536,4,《པེ་》《སྣར་》,mདེ།,,,,,,
,,537,5,《པེ་》《སྣར་》,mཏུ།,,,,,,
,,538,6,《པེ་》《སྣར་》,དེས།,,,,,,
,110,539,1,《པེ་》《སྣར་》,བུ།,,,,,,
,,540,2,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,541,3,《པེ་》《སྣར་》,pནི།,,,,,,
,,542,4,《པེ་》《སྣར་》,ནོ།།,,,,,,
,111,543,1,《པེ་》《སྣར་》,pལས།,,,,,,
,,544,2,《པེ་》《སྣར་》,པར་སྒོམ།,,,,,,
,,545,3,《པེ་》《སྣར་》,ཏེ།,,,,,,
,,546,4,《པེ་》《སྣར་》,pཀྱི།,,,,,,
,,547,5,《པེ་》《སྣར་》,mནི།,,,,,,
,,548,6,《པེ་》《སྣར་》,ཉིད།,,,,,,
,,549,7,《པེ་》《སྣར་》,པར།,,,,,,
,112,550,1,《པེ་》《སྣར་》,ཡིས།,,,,,,
,,551,2,《པེ་》《སྣར་》,ཡི།,,,,,,
,113,552,1,《པེ་》《སྣར་》,ཚེག,,,,,,
,,553,2,《པེ་》《སྣར་》,གྲགས།,,,,,,
,,554,3,《པེ་》《སྣར་》,ཁུས།,,,,,,
,,555,4,《པེ་》《སྣར་》,རྣམ།,,,,,,
,,556,5,《པེ་》《སྣར་》,རྟོག།,,,,,,
,,557,6,《པེ་》《སྣར་》,pཡོད།,,,,,,
,,558,7,《པེ་》《སྣར་》,རིག།,,,,,,
,,559,8,《པེ་》《སྣར་》,mཅིག,,,,,,
,,560,9,《པེ་》《སྣར་》,པོ།,,,,,,
,,561,10,《པེ་》《སྣར་》,ནི།,,,,,,
,114,562,1,《པེ་》《སྣར་》,ཐོབ།,,,,,,
,,563,2,《པེ་》《སྣར་》,pཡིན།,,,,,,
,,564,3,《པེ་》《སྣར་》,བརྟགས།,,,,,,
,115,565,1,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,,566,2,《པེ་》《སྣར་》,དང་།,,,,,,
,,567,3,《པེ་》《སྣར་》,སྒྲེ།,,,,,,
,116,568,1,《པེ་》《སྣར་》,དཀྲོལ།,,,,,,
,,569,2,《པེ་》《སྣར་》,པས།,,,,,,
,,570,3,《པེ་》《སྣར་》,pནི།,,,,,,
,,571,4,《པེ་》《སྣར་》,pནི།,,,,,,
,117,572,1,《པེ་》《སྣར་》,ནི།,,,,,,
,,573,2,《པེ་》《སྣར་》,པ།,,,,,,
,,574,3,《པེ་》《སྣར་》,བར།,,,,,,
,118,575,1,《པེ་》《སྣར་》,ནི།,,,,,,
,,576,2,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,577,3,《པེ་》《སྣར་》,mལ།,,,,,,
,,578,4,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,579,5,《པེ་》《སྣར་》,འགགས།,,,,,,
,,580,6,《པེ་》,བུ་དེ་བཤགས།,《སྣར་》,བུས་དེ་བཤགས།,,,,,
,119,581,1,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,582,2,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,583,3,《པེ་》《སྣར་》,pཡོད།,,,,,,
,120,584,1,《པེ་》《སྣར་》,mདུ།,,,,,,
,,585,2,《པེ་》《སྣར་》,སྒྲོས།,,,,,,
,,586,3,《པེ་》《སྣར་》,mདེ།,,,,,,
,,587,4,《པེ་》《སྣར་》,པ།,,,,,,
,121,588,1,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,589,2,《པེ་》《སྣར་》,ཐོགས།,,,,,,
,,590,3,《པེ་》《སྣར་》,གིས།,,,,,,
,122,591,1,《པེ་》《སྣར་》,བྱུང་།,,,,,,
,,592,2,《པེ་》《སྣར་》,སྒྲིབ།,,,,,,
,123,593,1,《པེ་》《སྣར་》,ངོ་།,,,,,,
,,594,2,《པེ་》《སྣར་》,mམ།,,,,,,
,,595,3,《པེ་》《སྣར་》,གིས།,,,,,,
,,596,4,《པེ་》《སྣར་》,mནི།,,,,,,
,,597,5,《པེ་》《སྣར་》,གཡོག།,,,,,,
,124,598,1,《པེ་》《སྣར་》,གཞུངས་སེལ་ཏོ།,,,,,,
,,599,2,《པེ་》《སྣར་》,གིས།,,,,,,
,,600,3,《པེ་》《སྣར་》,ཏེ།,,,,,,
,,601,4,《པེ་》《སྣར་》,བ།,,,,,,
,,602,5,《པེ་》《སྣར་》,ཏེ།,,,,,,
,,603,6,《པེ་》《སྣར་》,pསུ།,,,,,,
,125,604,1,《པེ་》《སྣར་》,pགསལ་བ།,,,,,,
,,605,2,《པེ་》《སྣར་》,བརྟན།,,,,,,
,126,606,1,《པེ་》,གི།,,,,,,
,,607,2,《སྣར་》,pཔ།,,,,,,
,,608,3,《པེ་》《སྣར་》,ཏུ་བྱུང་།,,,,,,
,127,609,1,《པེ་》《སྣར་》,mསྒྲོན་མ་ནི།,,,,,,
,,610,2,《པེ་》《སྣར་》,ཞུགས།,,,,,,
,,611,3,《པེ་》《སྣར་》,པ།,,,,,,
,,612,4,《པེ་》《སྣར་》,སྟེ།,,,,,,
,128,613,1,《པེ་》《སྣར་》,རྟོག།,,,,,,
,,614,2,《པེ་》《སྣར་》,ཞེས།,,,,,,
,,615,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,616,4,《པེ་》《སྣར་》,mཇི་ལྟར་ཁྲག་ཉིད་དེ་བཞིན་དུག།།,,,,,,
,,617,5,《པེ་》《སྣར་》,བཤད།,,,,,,
,,618,6,《པེ་》《སྣར་》,བཟང་།,,,,,,
,129,619,1,《པེ་》《སྣར་》,བཞག,,,,,,
,,620,2,《པེ་》《སྣར་》,ཡི།,,,,,,
,,621,3,《པེ་》《སྣར་》,རཀྵ།,,,,,,
,,622,4,《པེ་》《སྣར་》,འཕྱང་།,,,,,,
,,623,5,《པེ་》《སྣར་》,བཏག།,,,,,,
,,624,6,《པེ་》《སྣར་》,གཙེགས།,,,,,,
,,625,7,《པེ་》《སྣར་》,སྤྱོད།,,,,,,
,,626,8,《པེ་》《སྣར་》,བསྟེན།,,,,,,
,,627,9,《པེ་》《སྣར་》,པ་ནི།,,,,,,
,130,628,1,《པེ་》《སྣར་》,ཏོ།,,,,,,
,,629,2,《པེ་》《སྣར་》,རྒྱུའི།,,,,,,
,,630,3,《པེ་》《སྣར་》,ལས།,,,,,,
,,631,4,《པེ་》《སྣར་》,བརྟན་པ་ནི།,,,,,,
,131,632,1,《པེ་》《སྣར་》,བསྟོད།,,,,,,
,,633,2,《པེ་》《སྣར་》,བསྟན།,,,,,,
,132,634,1,《པེ་》《སྣར་》,mབ།,,,,,,
,,635,2,《པེ་》《སྣར་》,དང་།,,,,,,
,133,636,1,《པེ་》《སྣར་》,mནི།,,,,,,
,,637,2,《པེ་》《སྣར་》,mཀྱི།,,,,,,
,,638,3,《པེ་》《སྣར་》,mཏུ།,,,,,,
,,639,4,《པེ་》《སྣར་》,པས།,,,,,,
,,640,5,《པེ་》《སྣར་》,པ།,,,,,,
,,641,6,《པེ་》《སྣར་》,སྒྲུབ་པ་པོ།,,,,,,
,134,642,1,《པེ་》《སྣར་》,mདང་།,,,,,,
,,643,2,《པེ་》《སྣར་》,ནི།,,,,,,
,,644,3,《པེ་》《སྣར་》,ལོ།,,,,,,
,,645,4,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,646,5,《པེ་》《སྣར་》,རྟོག།,,,,,,
,,647,6,《པེ་》《སྣར་》,།།  །།,,,,,,
,,648,7,《པེ་》《སྣར་》,།། །།,,,,,,
,,649,8,《པེ་》《སྣར་》,གི།,,,,,,
,,650,9,《པེ་》《སྣར་》,།  །,,,,,,
,,651,10,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,652,11,《པེ་》《སྣར་》,གྱིས།,,,,,,
,135,653,1,《པེ་》《སྣར་》,དུ།,,,,,,
,,654,2,《པེ་》《སྣར་》,རྗེ།,,,,,,
,,655,3,《པེ་》《སྣར་》,བཞིན།,,,,,,
,,656,4,《པེ་》《སྣར་》,སྟེ།,,,,,,
,136,657,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,658,2,《པེ་》《སྣར་》,pཀྱི།,,,,,,
,,659,3,《པེ་》《སྣར་》,རྣམས།,,,,,,
,,660,4,《པེ་》《སྣར་》,དོ།,,,,,,
,,661,5,《པེ་》《སྣར་》,མཁའ།,,,,,,
,,662,6,《པེ་》《སྣར་》,mན།,,,,,,
,137,663,1,《པེ་》《སྣར་》,ནི།,,,,,,
,,664,2,《པེ་》《སྣར་》,རྒྱན།,,,,,,
,,665,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,666,4,《པེ་》《སྣར་》,པོའི།,,,,,,
,,667,5,《པེ་》《སྣར་》,mདང་།,,,,,,
,,668,6,《པེ་》《སྣར་》,སྐུའམ།,,,,,,
,138,669,1,《པེ་》《སྣར་》,pའདི།,,,,,,
,,670,2,《པེ་》《སྣར་》,pཞེས་བསྒོམ་པར་བྱའོ།,,,,,,
,,671,3,《པེ་》《སྣར་》,ལྷ།,,,,,,
,,672,4,《པེ་》《སྣར་》,འབར།,,,,,,
,,673,5,《པེ་》《སྣར་》,གཟིགས་ལྟ།,,,,,,
,,674,6,《པེ་》《སྣར་》,གཟིགས།,,,,,,
,,675,7,《པེ་》《སྣར་》,བོ་ཡིན།,,,,,,
,,676,8,《པེ་》《སྣར་》,རྒྱན།,,,,,,
